r,g,b,color
210,0,184,pink
0,223,101,green
203,195,0,yellow
194,0,24,red
128,233,0,green
116,0,120,purple
147,0,14,red
225,244,0,yellow
145,0,243,purple
165,0,182,purple
0,147,227,blue
109,0,184,purple
0,1,174,blue
145,248,0,green
120,0,82,purple
72,0,43,purple
115,0,173,purple
69,0,182,blue
80,0,188,purple
187,81,0,orange
31,0,73,purple
160,173,0,green
218,168,0,yellow
217,188,0,yellow
213,0,117,pink
88,0,123,purple
233,0,58,red
127,64,0,brown
47,145,0,green
240,0,22,red
214,101,0,orange
243,0,93,pink
79,171,0,green
112,0,118,purple
85,0,51,purple
246,0,156,pink
0,90,196,blue
161,0,189,purple
135,176,0,green
0,111,32,green
206,0,218,purple
164,0,155,purple
0,38,226,blue
105,189,0,green
206,0,67,pink
197,24,0,red
76,166,0,green
230,0,46,red
0,44,134,blue
0,124,56,green
153,107,0,brown
17,0,247,blue
0,162,95,green
115,0,1,red
165,0,9,red
194,0,89,pink
3,0,157,blue
226,163,0,orange
245,0,182,pink
66,30,0,brown
0,230,112,green
75,145,0,green
190,72,0,orange
0,249,109,green
183,61,0,orange
0,8,155,blue
184,127,0,orange
0,203,93,green
50,0,243,blue
123,76,0,brown
78,216,0,green
8,100,0,green
123,217,0,green
78,249,0,green
0,81,1,green
0,246,139,green
0,66,33,green
0,69,3,green
183,218,0,yellow
248,130,0,orange
0,229,72,green
42,0,35,purple
89,0,130,purple
0,65,222,blue
26,1,0,brown
0,51,242,blue
0,13,141,blue
0,129,161,blue
45,0,214,blue
0,168,31,green
243,27,0,red
98,0,77,purple
0,219,122,green
0,110,236,blue
8,125,0,green
82,185,0,green
44,0,71,purple
150,166,0,green
0,164,112,green
239,0,200,pink
184,0,207,purple
33,0,69,purple
243,0,91,pink
139,0,118,purple
0,150,252,blue
32,0,138,blue
79,177,0,green
83,0,166,purple
7,121,0,green
225,0,254,pink
227,0,33,red
4,0,247,blue
240,0,114,pink
201,101,0,orange
223,154,0,orange
153,0,44,red
245,0,159,pink
12,0,88,blue
213,0,87,pink
70,233,0,green
42,0,117,blue
87,250,0,green
89,0,108,purple
234,0,31,red
138,42,0,brown
0,208,94,green
219,39,0,red
232,0,132,pink
89,0,91,purple
73,135,0,green
0,153,93,green
0,45,234,blue
57,55,0,brown
0,38,196,blue
189,200,0,yellow
0,92,53,green
244,4,0,red
126,169,0,green
65,82,0,green
66,110,0,green
182,0,16,red
241,1,0,red
109,0,233,purple
0,72,205,blue
205,153,0,orange
124,0,5,red
165,0,180,purple
240,0,242,pink
213,0,223,pink
89,0,144,purple
230,0,69,pink
95,42,0,brown
182,105,0,orange
178,0,140,purple
120,240,0,green
71,0,210,blue
0,109,47,green
62,174,0,green
61,0,144,purple
27,0,118,blue
126,0,12,red
144,0,1,red
0,119,213,blue
207,124,0,orange
0,239,75,green
35,0,215,blue
0,144,198,blue
17,0,134,blue
230,0,254,pink
236,0,128,pink
241,201,0,yellow
0,236,144,green
0,54,214,blue
30,129,0,green
0,112,47,green
248,40,0,red
131,0,122,purple
80,0,83,purple
150,0,95,purple
45,0,76,purple
105,70,0,brown
144,112,0,brown
178,0,64,red
191,230,0,yellow
37,138,0,green
0,27,78,blue
69,0,90,purple
194,70,0,orange
127,157,0,green
0,6,249,blue
82,0,172,purple
15,100,0,green
0,65,121,blue
193,83,0,orange
6,141,0,green
0,240,133,green
0,120,180,blue
0,37,167,blue
0,244,61,green
0,3,122,blue
113,0,129,purple
0,130,190,blue
73,104,0,green
0,8,205,blue
146,35,0,red
236,0,18,red
135,159,0,green
183,0,75,pink
252,0,237,pink
39,75,0,green
13,9,0,black
214,0,133,pink
183,153,0,yellow
0,67,198,blue
0,110,72,green
84,0,46,purple
233,0,23,red
26,27,0,brown
61,221,0,green
27,148,0,green
14,0,145,blue
122,0,220,purple
137,118,0,brown
0,22,170,blue
63,0,41,purple
0,97,65,green
78,74,0,brown
58,189,0,green
0,153,77,green
0,155,217,blue
192,26,0,red
148,146,0,green
0,87,116,blue
0,21,190,blue
0,32,228,blue
239,241,0,yellow
233,0,125,pink
245,190,0,yellow
235,13,0,red
59,228,0,green
109,71,0,brown
196,0,46,red
86,0,113,purple
0,33,81,blue
203,0,55,red
233,0,204,pink
174,26,0,red
0,5,113,blue
0,22,244,blue
158,28,0,red
206,220,0,yellow
0,43,75,blue
212,58,0,orange
107,121,0,green
27,159,0,green
158,0,218,purple
144,0,38,red
0,229,18,green
0,177,218,blue
90,0,245,blue
0,46,146,blue
0,27,106,blue
251,0,219,pink
202,96,0,orange
0,88,172,blue
213,0,68,pink
59,0,139,purple
218,186,0,yellow
88,24,0,brown
59,49,0,brown
183,207,0,yellow
242,226,0,yellow
0,182,34,green
194,178,0,yellow
161,105,0,brown
239,0,230,pink
8,0,126,blue
62,20,0,brown
0,148,196,blue
77,21,0,brown
13,0,196,blue
0,215,80,green
234,0,226,pink
78,0,204,blue
20,0,133,blue
0,204,39,green
178,17,0,red
0,153,89,green
0,57,90,blue
159,88,0,brown
166,0,133,purple
17,0,14,black
213,33,0,red
219,0,173,pink
211,212,0,yellow
179,0,223,purple
0,10,155,blue
16,144,0,green
151,0,46,red
200,0,198,purple
140,0,22,red
143,0,103,purple
220,0,69,pink
187,113,0,orange
0,98,1,green
0,109,78,green
0,209,62,green
247,0,73,pink
0,83,131,blue
25,196,0,green
95,66,0,brown
136,160,0,green
243,176,0,yellow
116,180,0,green
48,15,0,brown
0,220,110,green
43,248,0,green
37,160,0,green
0,231,146,green
156,86,0,brown
0,68,228,blue
233,0,148,pink
250,11,0,red
61,158,0,green
4,0,194,blue
62,157,0,green
243,53,0,orange
92,0,75,purple
209,0,226,purple
220,238,0,yellow
83,0,162,purple
0,129,82,green
106,56,0,brown
0,101,221,blue
68,0,187,blue
0,228,139,green
0,111,0,green
0,148,182,blue
48,0,41,purple
0,35,230,blue
111,0,10,red
25,0,191,blue
137,0,147,purple
3,86,0,green
58,0,64,purple
198,0,194,purple
148,0,108,purple
173,0,53,red
84,40,0,brown
110,0,112,purple
234,0,64,red
0,215,100,green
190,0,246,purple
0,77,10,green
145,0,45,red
0,84,31,green
95,124,0,green
0,209,38,green
0,19,171,blue
223,61,0,orange
0,26,105,blue
129,0,199,purple
166,0,43,red
151,0,19,red
28,118,0,green
203,0,236,purple
0,159,192,blue
0,216,134,green
217,0,247,pink
83,68,0,brown
140,7,0,red
175,0,194,purple
94,58,0,brown
182,3,0,red
238,251,0,yellow
252,120,0,orange
12,0,207,blue
89,0,73,purple
164,48,0,orange
121,156,0,green
60,234,0,green
0,29,199,blue
234,71,0,orange
233,0,47,red
0,127,56,green
0,30,192,blue
111,225,0,green
80,0,50,purple
37,0,145,blue
183,247,0,yellow
0,3,110,blue
87,205,0,green
191,0,202,purple
159,0,17,red
241,0,185,pink
125,0,201,purple
172,0,101,pink
0,195,48,green
232,0,255,pink
108,98,0,brown
2,0,251,blue
0,178,22,green
97,0,92,purple
206,90,0,orange
0,235,97,green
50,141,0,green
254,42,0,red
0,96,198,blue
68,40,0,brown
164,0,198,purple
84,253,0,green
48,0,195,blue
0,192,62,green
0,121,196,blue
55,25,0,brown
0,104,254,blue
0,46,77,blue
0,166,52,green
183,83,0,orange
0,41,133,blue
0,247,123,green
0,16,212,blue
237,48,0,red
45,0,73,purple
93,43,0,brown
183,32,0,red
108,0,107,purple
49,224,0,green
24,0,136,blue
125,0,212,purple
44,0,117,blue
116,178,0,green
233,0,48,red
0,144,202,blue
0,185,92,green
68,105,0,green
189,0,100,pink
185,0,177,purple
94,139,0,green
0,43,245,blue
70,0,218,blue
0,83,237,blue
240,0,104,pink
219,0,93,pink
134,181,0,green
68,0,169,purple
74,246,0,green
123,185,0,green
227,0,52,red
184,0,181,purple
55,82,0,green
67,166,0,green
0,15,110,blue
22,189,0,green
0,74,55,green
123,136,0,green
238,113,0,orange
103,0,109,purple
140,0,243,purple
21,222,0,green
0,63,210,blue
0,69,127,blue
0,74,220,blue
237,216,0,yellow
53,0,63,purple
142,215,0,green
231,0,133,pink
0,210,5,green
82,60,0,brown
121,0,236,purple
0,125,0,green
0,242,156,green
0,45,249,blue
0,160,45,green
0,115,193,blue
203,185,0,yellow
208,204,0,yellow
246,0,254,pink
94,171,0,green
190,160,0,yellow
109,0,169,purple
16,0,78,blue
39,0,154,blue
0,106,201,blue
0,33,121,blue
180,0,197,purple
204,41,0,red
89,0,176,purple
0,128,213,blue
85,0,43,purple
226,194,0,yellow
243,32,0,red
0,206,121,green
218,88,0,orange
0,20,99,blue
52,151,0,green
179,0,208,purple
0,165,231,blue
255,0,217,pink
0,248,10,green
231,0,158,pink
125,0,190,purple
43,161,0,green
145,143,0,green
0,107,249,blue
0,109,184,blue
17,0,104,blue
59,0,63,purple
221,0,63,red
249,83,0,orange
0,98,177,blue
254,66,0,orange
166,0,11,red
0,144,97,green
213,0,97,pink
0,87,225,blue
153,0,132,purple
170,0,47,red
91,165,0,green
0,203,127,green
122,236,0,green
0,106,16,green
238,242,0,yellow
0,163,204,blue
152,163,0,green
186,0,78,pink
0,50,92,blue
116,175,0,green
54,0,32,purple
0,61,154,blue
0,242,36,green
108,31,0,brown
34,120,0,green
0,38,168,blue
17,151,0,green
9,0,150,blue
15,0,151,blue
0,70,128,blue
0,51,135,blue
192,0,92,pink
135,0,162,purple
19,0,186,blue
223,45,0,red
0,78,57,green
30,0,222,blue
167,182,0,green
197,225,0,yellow
144,198,0,green
212,0,27,red
0,143,207,blue
0,53,224,blue
19,124,0,green
235,0,81,pink
0,134,246,blue
73,212,0,green
0,86,27,green
76,131,0,green
172,255,0,yellow
0,39,224,blue
225,12,0,red
122,0,181,purple
0,223,111,green
0,88,233,blue
0,55,191,blue
0,157,176,blue
0,62,245,blue
7,0,193,blue
104,0,235,purple
113,175,0,green
209,75,0,orange
51,64,0,green
83,22,0,brown
136,0,196,purple
77,0,48,purple
0,115,7,green
14,0,250,blue
0,15,191,blue
13,0,229,blue
170,0,25,red
111,0,79,purple
148,65,0,brown
25,0,252,blue
96,130,0,green
113,56,0,brown
39,0,158,blue
47,0,241,blue
118,26,0,brown
198,0,142,pink
10,0,231,blue
20,85,0,green
72,0,92,purple
0,138,213,blue
0,209,123,green
0,206,129,green
209,0,184,pink
246,248,0,yellow
33,154,0,green
185,11,0,red
0,161,110,green
109,0,92,purple
0,116,59,green
156,61,0,brown
0,203,130,green
194,180,0,yellow
0,77,34,green
51,122,0,green
5,166,0,green
60,41,0,brown
253,206,0,yellow
94,0,151,purple
0,30,29,black
188,86,0,orange
0,96,44,green
53,0,191,blue
244,0,24,red
0,111,128,blue
4,0,151,blue
98,59,0,brown
33,0,190,blue
0,146,29,green
227,0,123,pink
0,160,233,blue
0,71,130,blue
94,0,168,purple
0,25,241,blue
251,80,0,orange
226,0,206,pink
124,0,109,purple
64,28,0,brown
29,0,135,blue
16,139,0,green
158,0,136,purple
108,165,0,green
148,0,132,purple
234,41,0,red
93,145,0,green
247,99,0,orange
0,6,151,blue
91,0,150,purple
224,0,185,pink
155,0,249,purple
23,140,0,green
248,43,0,red
238,0,111,pink
105,44,0,brown
126,0,32,red
0,33,197,blue
0,93,193,blue
155,0,149,purple
86,0,79,purple
0,193,24,green
85,112,0,green
91,193,0,green
0,128,191,blue
104,0,53,purple
0,110,143,blue
54,0,184,blue
58,0,183,blue
117,0,120,purple
29,208,0,green
246,190,0,yellow
31,0,225,blue
0,39,221,blue
222,0,87,pink
100,0,216,purple
49,0,243,blue
66,0,213,blue
0,73,185,blue
139,71,0,brown
188,34,0,red
72,0,169,purple
250,0,81,pink
9,0,24,black
0,0,193,blue
229,0,245,pink
224,0,233,pink
0,147,252,blue
0,201,44,green
0,21,157,blue
119,0,125,purple
242,0,201,pink
198,0,209,purple
240,0,41,red
48,125,0,green
105,133,0,green
0,130,176,blue
183,0,206,purple
129,15,0,red
230,35,0,red
89,175,0,green
113,32,0,brown
0,172,13,green
254,141,0,orange
68,224,0,green
123,0,114,purple
0,115,51,green
212,0,39,red
232,209,0,yellow
56,0,70,purple
37,192,0,green
132,204,0,green
0,0,87,blue
162,93,0,brown
0,152,201,blue
162,0,3,red
253,95,0,orange
120,0,71,purple
179,0,184,purple
0,168,219,blue
0,93,6,green
0,111,165,blue
0,198,35,green
85,0,241,blue
12,177,0,green
0,230,28,green
234,29,0,red
166,0,200,purple
0,109,76,green
0,154,238,blue
0,248,44,green
136,209,0,green
56,0,204,blue
128,45,0,brown
0,57,158,blue
0,102,165,blue
0,139,174,blue
201,158,0,yellow
66,77,0,green
46,103,0,green
252,8,0,red
0,91,53,green
155,107,0,brown
84,108,0,green
0,142,13,green
0,105,188,blue
0,121,202,blue
217,0,128,pink
128,0,125,purple
75,44,0,brown
212,0,212,pink
217,0,44,red
29,116,0,green
0,220,83,green
15,0,142,blue
60,0,114,purple
80,0,245,blue
190,0,171,purple
157,0,224,purple
196,50,0,orange
0,222,123,green
223,219,0,yellow
200,70,0,orange
133,101,0,brown
135,91,0,brown
80,189,0,green
0,123,76,green
39,0,203,blue
4,0,243,blue
96,242,0,green
65,20,0,brown
92,234,0,green
66,0,167,purple
0,163,33,green
190,0,225,purple
0,11,177,blue
129,194,0,green
12,136,0,green
0,121,160,blue
0,6,240,blue
216,151,0,orange
0,119,25,green
0,55,119,blue
131,0,104,purple
182,154,0,yellow
247,5,0,red
18,159,0,green
209,44,0,red
83,0,165,purple
50,0,26,purple
120,0,190,purple
0,93,215,blue
101,0,9,red
166,63,0,orange
75,108,0,green
0,110,21,green
0,235,27,green
0,47,174,blue
154,27,0,red
120,0,198,purple
4,83,0,green
0,3,151,blue
237,103,0,orange
0,104,50,green
93,128,0,green
0,90,116,blue
133,155,0,green
254,96,0,orange
182,222,0,yellow
158,0,239,purple
137,0,43,red
244,0,169,pink
0,112,67,green
96,156,0,green
196,117,0,orange
193,0,119,pink
63,107,0,green
182,0,222,purple
141,0,13,red
179,184,0,yellow
226,0,247,pink
0,80,255,blue
140,0,168,purple
122,0,69,purple
153,37,0,red
19,0,231,blue
24,0,231,blue
39,0,61,purple
0,7,231,blue
0,235,138,green
122,0,149,purple
0,60,178,blue
2,121,0,green
10,242,0,green
90,0,76,purple
0,78,115,blue
0,186,13,green
0,87,16,green
0,151,7,green
127,39,0,brown
94,0,93,purple
197,192,0,yellow
253,135,0,orange
29,0,37,purple
0,18,120,blue
69,0,180,blue
155,0,29,red
24,0,124,blue
0,248,43,green
231,0,86,pink
0,72,1,green
57,28,0,brown
48,243,0,green
0,17,99,blue
0,212,0,green
51,162,0,green
0,124,138,blue
125,28,0,red
135,29,0,red
139,0,236,purple
185,134,0,orange
32,0,129,blue
109,223,0,green
233,146,0,orange
0,89,11,green
230,153,0,orange
172,0,155,purple
53,64,0,green
114,0,174,purple
38,95,0,green
239,115,0,orange
165,0,200,purple
144,185,0,green
122,0,70,purple
108,192,0,green
0,185,61,green
142,26,0,red
151,0,209,purple
190,128,0,orange
190,68,0,orange
160,89,0,brown
201,0,12,red
0,25,111,blue
251,0,103,pink
106,0,217,purple
0,209,124,green
225,134,0,orange
86,32,0,brown
110,0,58,purple
0,239,124,green
0,14,136,blue
104,218,0,green
0,195,66,green
220,245,0,yellow
0,135,34,green
226,200,0,yellow
0,191,82,green
0,41,123,blue
86,0,232,blue
0,73,128,blue
171,111,0,brown
9,57,0,green
0,92,163,blue
27,77,0,green
128,0,149,purple
0,211,65,green
162,0,152,purple
252,232,0,yellow
172,186,0,green
237,0,118,pink
0,119,250,blue
25,8,0,brown
0,224,4,green
0,148,160,blue
144,0,121,purple
39,122,0,green
220,66,0,orange
231,59,0,orange
28,0,61,purple
236,0,156,pink
205,0,64,red
177,0,152,purple
41,151,0,green
97,0,123,purple
223,0,186,pink
106,0,118,purple
0,173,9,green
61,0,217,blue
101,0,169,purple
232,96,0,orange
0,187,79,green
0,91,160,blue
47,159,0,green
0,136,92,green
0,24,149,blue
190,188,0,yellow
65,243,0,green
247,0,82,pink
169,0,212,purple
43,0,76,purple
221,221,0,yellow
65,0,238,blue
201,0,213,purple
107,0,230,purple
94,71,0,brown
254,0,146,pink
16,0,84,blue
21,107,0,green
0,120,64,green
0,54,80,blue
141,201,0,green
181,238,0,yellow
0,153,71,green
123,162,0,green
63,0,145,purple
67,0,159,purple
40,241,0,green
70,191,0,green
17,79,0,green
225,93,0,orange
196,134,0,orange
0,1,226,blue
86,0,71,purple
176,0,137,purple
0,47,113,blue
84,177,0,green
0,60,238,blue
85,55,0,brown
123,0,15,red
143,0,88,purple
79,0,255,blue
203,0,126,pink
44,246,0,green
62,0,155,purple
127,35,0,brown
134,0,187,purple
46,0,74,purple
248,0,30,red
0,135,159,blue
180,0,200,purple
0,242,47,green
197,249,0,yellow
211,228,0,yellow
185,0,39,red
215,149,0,orange
86,0,76,purple
182,16,0,red
209,0,90,pink
194,186,0,yellow
232,0,64,red
18,17,0,black
105,0,178,purple
0,195,64,green
10,0,87,blue
0,52,244,blue
147,0,144,purple
0,233,101,green
0,165,92,green
120,33,0,brown
147,0,92,purple
146,0,90,purple
102,0,111,purple
114,0,107,purple
0,99,244,blue
240,0,229,pink
0,217,75,green
78,186,0,green
58,0,112,purple
0,253,25,green
50,0,118,purple
246,0,126,pink
40,1,0,brown
207,0,192,pink
33,75,0,green
61,0,100,purple
0,164,181,blue
162,24,0,red
0,254,151,green
54,0,161,blue
235,131,0,orange
10,0,153,blue
207,65,0,orange
249,0,115,pink
88,21,0,brown
95,0,245,blue
0,213,57,green
31,27,0,brown
200,0,122,pink
86,158,0,green
158,202,0,green
215,0,123,pink
0,147,178,blue
0,156,109,green
0,111,130,blue
142,0,163,purple
0,223,86,green
220,108,0,orange
0,153,99,green
96,0,229,purple
245,0,250,pink
240,0,124,pink
195,213,0,yellow
0,140,27,green
0,95,181,blue
85,19,0,brown
112,0,69,purple
27,0,93,blue
0,87,166,blue
140,0,201,purple
68,0,155,purple
135,0,28,red
31,0,243,blue
218,223,0,yellow
0,195,127,green
150,76,0,brown
122,87,0,brown
248,79,0,orange
201,35,0,red
0,40,152,blue
228,0,32,red
0,39,109,blue
0,169,238,blue
0,107,189,blue
0,28,192,blue
232,0,203,pink
0,173,13,green
12,62,0,green
16,0,104,blue
101,123,0,green
93,118,0,green
115,186,0,green
68,97,0,green
155,0,23,red
54,83,0,green
0,134,44,green
137,144,0,green
121,127,0,green
241,0,27,red
216,0,119,pink
43,209,0,green
79,0,203,blue
83,0,127,purple
0,139,19,green
98,209,0,green
233,0,36,red
0,118,1,green
245,0,49,red
33,0,136,blue
117,0,115,purple
0,18,132,blue
4,0,125,blue
201,0,94,pink
0,40,177,blue
160,0,243,purple
0,117,250,blue
0,219,66,green
227,86,0,orange
19,255,0,green
229,61,0,orange
97,82,0,brown
0,184,0,green
133,161,0,green
0,229,151,green
51,0,245,blue
129,177,0,green
0,76,112,blue
255,0,26,red
90,67,0,brown
26,0,137,blue
59,227,0,green
156,0,97,purple
150,0,149,purple
142,6,0,red
238,0,13,red
231,0,162,pink
109,45,0,brown
0,33,174,blue
0,91,164,blue
147,148,0,green
0,245,105,green
83,0,216,blue
116,0,151,purple
33,105,0,green
12,115,0,green
98,16,0,brown
60,0,54,purple
254,248,0,yellow
0,0,97,blue
81,208,0,green
197,0,207,purple
229,193,0,yellow
0,92,140,blue
75,0,173,purple
246,0,102,pink
165,0,46,red
0,144,2,green
13,209,0,green
150,0,154,purple
0,143,245,blue
48,0,252,blue
206,0,250,purple
0,125,48,green
67,147,0,green
3,0,136,blue
224,0,150,pink
0,49,147,blue
83,0,244,blue
180,0,199,purple
184,17,0,red
85,121,0,green
158,0,220,purple
110,69,0,brown
245,188,0,yellow
87,0,198,purple
0,215,0,green
234,119,0,orange
142,140,0,green
173,0,47,red
171,86,0,brown
154,0,255,purple
72,26,0,brown
0,104,129,blue
135,217,0,green
61,28,0,brown
0,72,5,green
183,0,207,purple
72,175,0,green
147,0,238,purple
239,114,0,orange
95,0,135,purple
222,116,0,orange
127,0,238,purple
200,0,4,red
32,97,0,green
78,34,0,brown
251,78,0,orange
8,75,0,green
0,187,69,green
230,0,255,pink
146,18,0,red
227,0,30,red
149,232,0,green
0,12,192,blue
89,0,196,purple
187,71,0,orange
178,128,0,brown
152,0,246,purple
139,112,0,brown
0,161,24,green
33,227,0,green
45,0,37,purple
128,0,80,purple
0,236,0,green
79,0,224,blue
63,0,164,blue
230,73,0,orange
205,0,160,pink
225,0,184,pink
225,0,100,pink
5,0,14,black
132,78,0,brown
141,0,109,purple
224,46,0,red
0,242,0,green
53,215,0,green
251,46,0,orange
62,85,0,green
0,10,17,black
0,173,94,green
175,5,0,red
150,0,39,red
37,0,4,brown
123,0,169,purple
33,104,0,green
17,62,0,green
167,60,0,orange
189,0,144,pink
0,219,3,green
128,0,154,purple
19,240,0,green
0,158,0,green
0,81,56,green
0,61,183,blue
184,0,244,purple
241,79,0,orange
236,137,0,orange
35,121,0,green
146,0,205,purple
0,10,219,blue
58,0,151,purple
61,0,50,purple
71,0,115,purple
106,87,0,brown
0,128,160,blue
0,19,13,black
45,0,189,blue
88,0,146,purple
47,19,0,brown
0,211,4,green
9,170,0,green
167,37,0,red
22,97,0,green
146,160,0,green
70,80,0,green
178,27,0,red
111,0,121,purple
0,121,207,blue
0,26,195,blue
81,0,64,purple
115,0,58,purple
0,116,0,green
109,190,0,green
101,56,0,brown
0,137,30,green
144,0,172,purple
0,145,16,green
0,16,146,blue
141,34,0,red
0,142,193,blue
0,12,120,blue
116,7,0,red
59,0,167,blue
78,0,216,blue
0,254,84,green
112,136,0,green
190,0,45,red
102,0,199,purple
32,24,0,brown
0,54,216,blue
247,34,0,red
178,0,139,purple
0,80,62,green
106,0,65,purple
0,75,15,green
222,5,0,red
0,194,8,green
160,6,0,red
14,96,0,green
69,93,0,green
0,100,175,blue
46,0,226,blue
182,85,0,orange
0,166,237,blue
109,0,170,purple
193,0,185,purple
0,132,183,blue
245,0,152,pink
0,55,112,blue
142,235,0,green
111,0,246,purple
14,0,249,blue
0,248,53,green
87,233,0,green
44,137,0,green
179,0,97,pink
103,0,82,purple
152,194,0,green
229,0,123,pink
0,46,128,blue
66,0,135,purple
170,128,0,brown
251,36,0,red
0,65,185,blue
0,80,182,blue
0,75,165,blue
30,0,150,blue
60,71,0,green
154,0,50,red
118,0,16,red
186,0,88,pink
25,0,189,blue
247,0,57,red
0,223,133,green
155,225,0,green
64,205,0,green
0,168,231,blue
0,231,121,green
223,82,0,orange
0,94,147,blue
0,101,131,blue
204,0,65,red
120,0,246,purple
0,188,43,green
0,227,102,green
111,18,0,red
245,0,223,pink
235,0,114,pink
226,0,100,pink
32,98,0,green
49,247,0,green
70,53,0,brown
19,0,140,blue
0,143,52,green
86,69,0,brown
184,0,136,pink
169,0,62,red
98,0,56,purple
237,0,102,pink
0,82,200,blue
222,177,0,yellow
0,72,172,blue
177,0,34,red
73,0,89,purple
0,18,170,blue
109,252,0,green
115,25,0,brown
22,0,86,blue
0,38,141,blue
0,18,221,blue
0,175,218,blue
0,213,109,green
231,175,0,yellow
145,0,0,red
54,145,0,green
0,137,65,green
114,242,0,green
210,0,156,pink
0,23,214,blue
59,253,0,green
5,0,145,blue
243,0,154,pink
177,182,0,yellow
74,47,0,brown
163,0,168,purple
224,173,0,yellow
243,0,17,red
225,146,0,orange
114,249,0,green
0,107,75,green
98,0,60,purple
163,252,0,green
188,38,0,red
0,230,154,green
0,177,14,green
2,0,163,blue
87,0,56,purple
198,0,129,pink
225,60,0,orange
150,117,0,brown
33,184,0,green
0,218,3,green
163,220,0,green
0,103,224,blue
154,180,0,green
0,187,35,green
0,170,21,green
38,92,0,green
0,89,171,blue
0,116,29,green
0,160,180,blue
40,37,0,brown
219,0,80,pink
230,0,137,pink
0,200,90,green
0,179,42,green
237,89,0,orange
135,116,0,brown
0,84,194,blue
0,199,93,green
240,0,187,pink
49,92,0,green
84,39,0,brown
139,218,0,green
67,0,221,blue
140,220,0,green
211,0,177,pink
93,138,0,green
113,0,2,red
10,183,0,green
0,144,208,blue
175,128,0,brown
0,49,108,blue
132,0,28,red
148,13,0,red
173,0,191,purple
242,0,112,pink
0,121,87,green
0,254,155,green
202,0,234,purple
0,108,146,blue
83,140,0,green
0,60,166,blue
0,49,212,blue
210,66,0,orange
175,0,115,pink
76,0,69,purple
0,147,0,green
0,12,4,black
162,29,0,red
144,0,52,red
254,1,0,red
217,0,131,pink
62,0,175,blue
184,0,214,purple
251,0,195,pink
47,249,0,green
138,0,201,purple
0,129,201,blue
0,127,18,green
11,0,138,blue
0,99,204,blue
70,209,0,green
112,35,0,brown
204,115,0,orange
0,125,232,blue
156,220,0,green
117,140,0,green
252,183,0,yellow
0,170,232,blue
0,74,178,blue
150,162,0,green
0,229,6,green
86,0,226,blue
192,69,0,orange
181,194,0,yellow
0,154,184,blue
158,77,0,brown
37,0,246,blue
0,85,23,green
168,0,9,red
0,241,117,green
115,123,0,green
37,81,0,green
171,0,128,purple
190,24,0,red
0,12,223,blue
200,0,130,pink
253,0,241,pink
0,82,223,blue
67,217,0,green
0,249,38,green
246,0,118,pink
193,0,147,pink
17,0,95,blue
0,131,14,green
230,95,0,orange
107,232,0,green
0,42,145,blue
4,0,240,blue
7,133,0,green
108,155,0,green
162,0,36,red
202,0,124,pink
152,0,195,purple
144,0,215,purple
37,37,0,brown
242,37,0,red
98,0,89,purple
186,223,0,yellow
133,39,0,brown
133,0,106,purple
132,0,192,purple
155,0,114,purple
36,30,0,brown
59,0,115,purple
44,103,0,green
0,129,196,blue
183,50,0,orange
0,59,170,blue
0,67,167,blue
0,143,191,blue
245,143,0,orange
38,0,254,blue
229,101,0,orange
89,211,0,green
0,25,30,black
120,0,92,purple
231,139,0,orange
33,0,139,blue
0,11,197,blue
241,0,42,red
231,56,0,orange
0,101,193,blue
241,0,123,pink
109,240,0,green
252,0,193,pink
170,0,128,purple
36,200,0,green
5,0,167,blue
62,117,0,green
44,63,0,green
41,0,195,blue
198,139,0,orange
0,193,111,green
82,0,241,blue
88,134,0,green
221,80,0,orange
0,72,190,blue
209,176,0,yellow
155,0,163,purple
0,100,6,green
85,0,52,purple
224,0,212,pink
214,240,0,yellow
80,10,0,brown
233,0,253,pink
37,73,0,green
0,206,21,green
225,86,0,orange
38,0,160,blue
84,0,69,purple
141,0,221,purple
0,6,161,blue
0,90,189,blue
231,28,0,red
0,129,75,green
98,212,0,green
179,0,90,pink
0,77,42,green
0,219,28,green
246,0,141,pink
0,113,227,blue
206,0,17,red
140,86,0,brown
187,0,74,pink
169,7,0,red
53,186,0,green
66,208,0,green
181,0,135,purple
197,0,153,pink
252,76,0,orange
0,0,3,black
166,0,203,purple
30,251,0,green
215,0,111,pink
0,52,208,blue
0,227,129,green
0,75,14,green
88,116,0,green
0,243,137,green
0,40,151,blue
45,2,0,brown
125,0,152,purple
0,221,13,green
8,0,13,black
161,0,206,purple
99,0,70,purple
212,0,198,pink
47,240,0,green
0,87,117,blue
174,11,0,red
78,232,0,green
196,0,224,purple
27,0,232,blue
79,0,40,purple
0,102,42,green
0,84,111,blue
109,145,0,green
0,59,69,blue
0,79,33,green
89,0,169,purple
136,0,19,red
216,0,111,pink
146,20,0,red
126,0,187,purple
137,0,205,purple
240,137,0,orange
180,245,0,yellow
0,242,37,green
163,193,0,green
138,109,0,brown
0,48,191,blue
89,0,162,purple
0,103,247,blue
0,200,10,green
0,7,157,blue
189,82,0,orange
58,68,0,green
0,173,42,green
188,0,119,pink
217,119,0,orange
0,156,90,green
0,119,55,green
0,72,232,blue
0,195,8,green
0,101,49,green
127,0,32,red
0,182,185,blue
0,13,24,black
232,145,0,orange
0,20,14,black
180,0,51,red
180,0,116,pink
0,251,158,green
56,210,0,green
193,157,0,yellow
0,70,102,blue
